loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,residential_assets_value_clean,income_bin,loan_bin
1813988,4,not graduate,yes,7924901,21940409,12,762,10906573,6517221,23047043,7238224,approved,10906573,high,high
10025198,0,graduate,yes,3546339,18610894,8,334,9663962,3866243,11273594,4274039,rejected,9663962,low,mid
5943375,2,graduate,yes,2182279,4099896,20,756,55227,1863059,4496083,1750905,approved,55227,low,low
6586206,0,graduate,no,5068804,19337933,8,502,10106814,1669853,18758392,4204613,approved,10106814,mid,high
12507873,2,graduate,no,5501724,15349551,20,356,2052253,5080883,15102964,4492751,rejected,2052253,mid,mid
6250017,5,graduate,no,445905,2879774,6,307,1734844,511099,2992234,2719588,rejected,1734844,low,low
3808796,0,graduate,yes,7809045,18695597,18,697,12270969,3802851,15458471,3305321,rejected,12270969,high,mid
3281302,2,graduate,no,6857180,24879261,4,537,8671731,5256359,21512602,3690287,rejected,8671731,high,high
5637730,1,not graduate,yes,4753741,9384946,14,776,2912306,1034551,8469026,3266954,approved,2912306,mid,low
6238753,4,graduate,no,7083854,21132986,2,347,9042276,6245619,16460707,7595658,rejected,9042276,high,high
11863203,5,graduate,no,5962710,14558587,8,344,13439089,2959401,16389623,5278204,approved,13439089,mid,mid
426011,3,graduate,yes,3657734,13165074,16,809,3878836,301906,10552804,6279927,approved,3878836,mid,mid
9348298,3,graduate,no,1835324,11820537,14,596,1032878,3757237,4505025,2155868,rejected,1032878,low,mid
16078516,1,graduate,yes,6206949,9382231,12,776,5707920,546303,6582460,2934046,approved,5707920,mid,low
4765264,5,graduate,yes,2128583,12378262,18,620,6241997,5521548,16611524,1891026,rejected,6241997,low,mid
16196572,2,graduate,no,8663236,25623276,20,495,3520928,13740962,22772834,4698249,approved,3520928,high,high
13610935,2,not graduate,no,5317987,9230752,8,485,19375340,4929404,15400013,2929396,approved,19375340,mid,low
14948752,4,not graduate,no,5682139,21229609,14,887,900131,15107875,17220718,9071378,approved,900131,mid,high
6906382,3,graduate,yes,8221091,28775202,16,521,1369272,9620602,30967752,10847938,approved,1369272,high,high
5944931,0,graduate,no,7557252,23734612,18,747,3776305,12539061,19276554,6944361,approved,3776305,high,high
1033677,4,not graduate,no,8201365,28431948,10,816,2770754,9729411,15180440,7249669,rejected,2770754,high,high
6952214,4,graduate,yes,8010807,25237921,10,871,9317370,14492972,26187947,10793794,approved,9317370,high,high
6677021,0,not graduate,no,9432398,22385635,14,799,12125801,2211155,28399884,9497326,approved,12125801,high,high
15697722,2,not graduate,no,7974341,14630721,8,547,4537259,2255973,15949554,7165523,rejected,4537259,high,mid
5396095,0,not graduate,yes,2678598,7019804,10,614,12680349,2898498,6557550,1722578,approved,12680349,low,low
12748803,5,graduate,yes,9818020,32602580,4,817,10696452,10902339,30182234,12384690,approved,10696452,high,high
12282287,1,graduate,yes,8447749,25866673,4,505,20648195,12660181,25246366,9896134,approved,20648195,high,high
3605079,2,not graduate,yes,6129035,13776200,6,441,7301347,2860144,13619509,6024345,rejected,7301347,mid,mid
8411073,1,graduate,no,6711827,19399337,14,602,3832416,7628090,22853544,8708472,rejected,3832416,mid,high
549203,2,graduate,no,6503473,19412025,12,807,5123936,2806660,17661954,6826356,rejected,5123936,mid,high
5622136,4,graduate,yes,2892763,16437608,6,778,7232122,9796087,13178796,4580945,approved,7232122,low,mid
251139,0,graduate,no,9145988,33365486,2,631,13308400,10441288,26467400,10508417,approved,13308400,high,high
16021568,4,graduate,no,3923755,6941335,2,339,1621009,174639,10666436,1665059,rejected,1621009,mid,low
5793934,0,graduate,yes,2150093,7309457,10,311,1105715,2776753,8474761,4102789,rejected,1105715,low,low
747278,2,not graduate,no,4219594,15565863,16,821,8933318,8450698,8259762,1790077,approved,8933318,mid,mid
10270384,5,graduate,yes,1393596,5728237,12,739,9201231,1578811,11520312,2381860,rejected,9201231,low,low
4568319,1,not graduate,yes,2389441,5173046,10,669,1125634,6307721,6276087,491873,approved,1125634,low,low
6204670,1,not graduate,no,8805010,29613298,10,877,11976670,11241556,28870487,9134813,approved,11976670,high,high
16574381,3,not graduate,no,7858837,26432884,12,411,16828115,14612060,22529401,11931165,rejected,16828115,high,high
10754643,4,graduate,no,5601213,9956618,10,496,11707471,523043,20848450,3853446,approved,11707471,mid,mid
9425985,5,graduate,no,9107642,26267361,14,679,7623235,4914751,22770656,7829981,approved,7623235,high,high
16589470,0,graduate,no,9175702,26158442,14,794,11174449,3305358,21592045,3901780,approved,11174449,high,high
7208518,3,graduate,yes,2857267,6138984,8,675,-446,5549310,8411200,2231379,approved,2021266,low,low
6858227,1,not graduate,yes,319279,2124408,12,492,7975035,229935,1349358,712640,approved,7975035,low,low
9551959,5,graduate,no,2551371,8429041,6,673,6967502,4076527,9801036,4684172,approved,6967502,low,low
12648332,5,graduate,no,5355631,11927375,20,746,3435667,2075021,20378655,6741875,rejected,3435667,mid,mid
7805091,1,not graduate,yes,4600559,11384993,4,711,89073,1500358,21304450,4484447,approved,89073,mid,mid
6595439,0,not graduate,no,4953772,16667586,14,717,3586443,7810209,17291740,5096045,approved,3586443,mid,mid
11576710,2,not graduate,no,5345520,21408292,8,857,5748137,4213957,11342061,3119413,approved,5748137,mid,high
8583311,1,not graduate,yes,7300644,17391169,20,636,10565812,9750427,21138690,9849928,approved,10565812,high,mid
10547218,3,graduate,yes,4539984,5260628,8,469,3458681,7238657,7093207,5146251,rejected,3458681,mid,low
16151890,4,not graduate,no,6892446,7948638,12,860,5759218,7307408,25185760,5645661,approved,5759218,high,low
5896354,2,not graduate,yes,6795120,17886004,4,810,14333312,8134035,17541495,5478843,approved,14333312,mid,mid
15055486,5,graduate,no,4935797,11611294,18,514,319161,4948608,13547505,3813368,approved,319161,mid,mid
16343175,2,graduate,no,8795881,24245923,2,724,22240478,2878399,32561398,6854428,approved,22240478,high,high
7578259,3,graduate,yes,9178576,29958600,2,681,17828671,8983408,26226657,9821483,rejected,17828671,high,high
1820267,1,not graduate,yes,713636,1362310,4,607,1711900,64451,4085361,312686,approved,1711900,low,low
15070838,3,not graduate,yes,7575804,25020301,14,443,7636361,2705656,18940537,6196801,approved,7636361,high,high
10511052,0,graduate,no,2615525,6418390,12,757,10307725,1061531,11736644,1410393,approved,10307725,low,low
10269423,2,not graduate,no,273222,1219116,18,692,-89578,621375,519932,134243,rejected,2021266,low,low
13322943,1,graduate,no,8691060,26802374,18,502,13702772,6028575,24988880,5993761,rejected,13702772,high,high
13632503,5,graduate,yes,9689061,36500995,6,351,15978821,8627460,36096245,11296649,rejected,15978821,high,high
15232317,5,not graduate,no,1194096,2947471,20,738,3036159,481413,2408368,2037063,rejected,3036159,low,low
13449149,3,graduate,no,6678912,17793087,6,610,565710,2081465,16023082,2654307,approved,565710,mid,mid
4989292,0,not graduate,yes,541228,2492647,8,778,74141,292965,1321022,465061,approved,74141,low,low
1688603,1,graduate,no,3333793,13786007,14,381,10891255,1682641,18170180,3814143,approved,10891255,low,mid
2286298,3,graduate,yes,8896087,21251966,10,723,8051395,8840677,19187124,5812495,approved,8051395,high,high
2157898,5,graduate,yes,7640972,23372769,2,631,4262491,2815727,26709607,6632203,approved,4262491,high,high
6607892,2,graduate,no,7643586,22474035,20,683,6055495,7638343,27949992,7434459,approved,6055495,high,high
11919554,3,graduate,yes,3323645,4374733,20,692,5732686,9160408,8113990,2178126,rejected,5732686,low,low
16431303,4,graduate,yes,7717956,31222747,2,777,25580734,9855811,28669638,11044322,approved,25580734,high,high
6857377,0,graduate,no,6490774,13043783,4,458,8193753,3902407,13770797,2310194,rejected,8193753,mid,mid
9979837,0,graduate,no,4152479,10967414,2,514,1520510,11232198,13907609,3378526,rejected,1520510,mid,mid
6681585,3,graduate,yes,5007245,16064206,6,611,2810747,1396551,11798638,3405538,approved,2810747,mid,mid
16443873,3,graduate,yes,1397764,4867208,8,721,8655341,2396479,4537135,1569769,rejected,8655341,low,low
8057864,4,graduate,yes,1502798,6101437,4,334,6148663,6719567,4986655,1780631,approved,6148663,low,low
9861488,4,graduate,no,4296194,9182870,16,871,8054907,2302992,9322219,2392626,approved,8054907,mid,low
14818639,0,not graduate,no,4291665,13261180,14,888,13345454,3828350,7387763,2548350,approved,13345454,mid,mid
7138754,2,not graduate,no,1290105,7763987,8,839,7826756,1116924,3468131,998367,approved,7826756,low,low
10528754,5,graduate,yes,961217,2306808,8,831,1984159,4694567,1650357,208846,approved,1984159,low,low
1335694,2,not graduate,yes,1381183,4739306,6,425,4476857,604623,2569532,169303,rejected,4476857,low,low
7583010,2,not graduate,yes,2648527,6943345,10,404,1248148,8783867,6760422,4826784,rejected,1248148,low,low
15272007,5,graduate,yes,3800011,14782954,14,570,2403748,1897647,14558136,2263695,rejected,2403748,mid,mid
3993359,5,graduate,no,8241343,16023706,12,716,20940428,8058903,20014194,5429727,approved,20940428,high,mid
4138478,4,graduate,no,5282028,7892024,6,532,12503338,1879790,9244783,2756449,rejected,12503338,mid,low
14124451,1,graduate,yes,492852,1379925,2,559,3759530,4447712,3042308,376996,approved,3759530,low,low
4208284,3,graduate,no,6093561,5191074,16,509,6135351,374868,7720035,2723495,approved,6135351,mid,low
12377667,4,not graduate,no,3004840,4692493,16,858,4809008,6702298,7064766,5315313,approved,4809008,low,low
6559918,0,not graduate,yes,7858108,15653301,20,346,8761008,7737321,16772187,3162919,rejected,8761008,high,mid
7099740,5,graduate,yes,866383,2982261,20,868,146245,888561,7166420,1839740,approved,146245,low,low
11847927,4,graduate,yes,451918,729877,20,584,-16901,4139235,1814627,322708,approved,2021266,low,low
3328799,1,not graduate,yes,588448,3525663,10,873,516181,2373220,6876362,3898701,approved,516181,low,low
10829544,1,graduate,no,5016611,6784499,14,827,21699301,1041727,4281655,4264087,rejected,21699301,mid,low
11964005,2,not graduate,yes,3821288,13018791,8,897,10004735,6941412,9054452,4202390,approved,10004735,mid,mid
7252876,0,not graduate,no,4692589,15681995,14,729,4421170,10205431,4480358,3849998,approved,4421170,mid,mid
12080994,2,graduate,yes,7964289,25840377,12,888,23226837,6410934,28979927,10210664,approved,23226837,high,high
11475020,4,not graduate,yes,8732168,19916264,20,329,14091811,6829070,27296001,3668841,approved,14091811,high,high
14216122,1,graduate,no,4637631,29137174,6,594,2430714,1546544,27253223,7167650,approved,2430714,mid,high
6370083,1,not graduate,no,5014846,17945583,4,744,11914880,10322150,13431512,7497085,approved,11914880,mid,mid
12138178,4,graduate,yes,6437436,18168588,16,540,3479776,4320342,7070244,5010244,rejected,3479776,mid,mid
15676584,4,not graduate,no,8306659,21098769,4,362,8747107,768983,20168491,4396375,rejected,8747107,high,high
11618274,4,not graduate,no,5952825,13557188,14,887,13691161,5481459,13980049,6914137,rejected,13691161,mid,mid
9503009,0,not graduate,no,3886676,8321657,10,709,12102319,10053742,14307585,4176818,rejected,12102319,mid,low
6933998,0,not graduate,yes,3271151,13319463,12,336,21424339,2630288,15781060,4580823,rejected,21424339,low,mid
10735440,2,not graduate,yes,7635141,20530286,10,813,27074440,6077101,24233739,6318938,approved,27074440,high,high
1510013,4,not graduate,no,8232838,24005713,6,871,12089195,7109653,26454012,9083251,approved,12089195,high,high
8265859,5,not graduate,no,3848669,10133714,12,816,7012871,5697436,8062361,1982777,approved,7012871,mid,mid
908862,2,graduate,no,7090262,18729632,6,763,4235962,11613585,21753226,8722109,approved,4235962,high,mid
13210246,1,graduate,no,7162545,21299542,20,333,4951299,4083004,18589750,6466347,rejected,4951299,high,high
8155446,1,graduate,yes,9261704,18606992,8,456,19090431,7027824,30784081,7978531,rejected,19090431,high,mid
11473687,2,not graduate,yes,7086698,27961763,18,612,17187191,10448743,28357825,8979471,rejected,17187191,high,high
8667997,0,graduate,yes,5462367,15479348,6,666,2654631,2954662,19213000,4306434,approved,2654631,mid,mid
3998167,1,not graduate,yes,6620786,13417858,18,634,14335023,1236008,15339153,5356263,approved,14335023,mid,mid
11289730,0,graduate,no,1492282,2667505,18,744,371821,5813058,5919063,2125329,approved,371821,low,low
11949564,5,graduate,no,7771560,12479373,4,532,1541237,9892551,16630108,5815900,approved,1541237,high,mid
7978662,1,not graduate,yes,5460419,16141246,14,514,11983036,3307727,13014435,7975938,rejected,11983036,mid,mid
12636408,2,graduate,yes,6109742,17056298,6,676,21671465,13118640,17548212,5934569,approved,21671465,mid,mid
7086129,3,graduate,no,8903793,20584287,14,639,9073677,2028603,13601165,7191407,approved,9073677,high,high
9722245,4,not graduate,no,4420536,15674292,10,842,1585134,5306216,5176080,2277717,approved,1585134,mid,mid
1441206,1,graduate,yes,3132106,12250418,18,303,1343483,6849936,9290476,2917136,rejected,1343483,low,mid
12008415,1,not graduate,no,2483598,5868491,6,673,1709958,2976037,2660180,666122,approved,1709958,low,low
1892949,5,graduate,yes,8349006,17428956,18,856,5160252,4548985,16805497,5540633,approved,5160252,high,mid
5298986,3,not graduate,yes,7290606,20576221,16,521,11745201,13709943,17504302,9441777,approved,11745201,high,high
8736102,3,graduate,no,2730669,9995163,18,773,6778753,2600162,11655791,4248360,approved,6778753,low,mid
3153744,3,graduate,no,8141373,22837451,6,692,24626360,6573878,26826209,3977567,approved,24626360,high,high
2048105,4,graduate,no,6847402,19873028,18,665,3556915,10449949,20990314,2869011,approved,3556915,high,high
3337267,4,graduate,yes,8690261,25025699,20,794,10418779,11544504,18550696,9615077,rejected,10418779,high,high
14946312,5,graduate,yes,8768766,27351660,16,403,22431984,1452934,26744162,7871460,approved,22431984,high,high
12543795,4,graduate,yes,5681872,13236681,6,308,1373927,5659730,13615576,4480660,rejected,1373927,mid,mid
9781474,3,not graduate,no,5463944,16147038,14,404,11975323,2776732,17719208,7623324,rejected,11975323,mid,mid
622372,4,graduate,yes,5680101,11994207,20,654,2923572,792884,6870816,1979551,approved,2923572,mid,mid
7393109,2,graduate,no,7513605,11512899,16,580,8545332,9099125,21283611,5167358,approved,8545332,high,mid
12229472,2,not graduate,yes,3886560,17663582,6,703,14784032,6281238,11675664,3135930,approved,14784032,mid,mid
6850837,0,graduate,yes,8662034,25505614,8,705,13825827,13228301,29356488,8265225,approved,13825827,high,high
9968059,2,graduate,no,4260696,6675061,6,667,22782943,1468119,6809106,3148104,approved,22782943,mid,low
15458771,1,not graduate,yes,8820499,22614788,18,605,2514274,417899,23226775,8153887,rejected,2514274,high,high
6954038,3,not graduate,yes,1648418,3791159,2,666,2725079,6277276,6717094,1514474,rejected,2725079,low,low
10721611,3,not graduate,no,6316756,18587967,20,584,1542729,4381804,10082820,4083405,approved,1542729,mid,mid
1162371,3,graduate,yes,9617088,35587452,18,636,15360681,14576939,28400530,12672637,approved,15360681,high,high
741274,5,graduate,no,2376785,6033047,16,520,3882521,4838419,7625771,4195514,approved,3882521,low,low
10277941,0,not graduate,yes,3718848,11054009,20,369,12240764,5915317,17512546,1215812,rejected,12240764,mid,mid
2281333,5,graduate,yes,7611249,17417471,18,397,5541730,7677921,18119063,7081964,rejected,5541730,high,mid
16120102,2,graduate,yes,8054626,20201084,4,591,15508928,2140759,22143491,8466239,approved,15508928,high,high
8217715,2,not graduate,no,4876221,13017336,12,572,16750834,3667096,12138124,1906435,rejected,16750834,mid,mid
2813336,1,not graduate,no,7453276,24447138,14,316,13398187,1306411,22074149,5364250,approved,13398187,high,high
11279562,3,graduate,yes,9214739,25748796,14,652,12823144,4350912,32477117,13035352,approved,12823144,high,high
16591506,0,not graduate,yes,4360108,13121301,6,602,229661,13316555,8397913,3758765,rejected,229661,mid,mid
10687521,2,graduate,no,1158261,7729334,18,629,719031,5880748,6343711,2207096,rejected,719031,low,low
3181610,1,not graduate,yes,8691191,32962288,14,541,23471893,14851798,27086619,8584808,approved,23471893,high,high
10334075,4,graduate,no,757584,668434,20,443,320795,63574,2256124,386127,rejected,320795,low,low
6931727,1,not graduate,no,5508930,19068764,2,391,10301107,1169120,6553572,3314691,rejected,10301107,mid,high
23180,5,graduate,yes,8304159,22972500,10,640,6794999,176080,20254265,4422305,rejected,6794999,high,high
5220503,5,graduate,no,5521068,18168859,10,764,11441174,11390096,14164407,7738144,approved,11441174,mid,mid
3481186,4,graduate,no,4431718,20677016,12,853,5578656,8077287,12263130,3852540,approved,5578656,mid,high
13128892,2,not graduate,yes,7036827,15097017,6,772,4138567,938011,21672812,6865124,approved,4138567,high,mid
14058210,1,not graduate,no,8894377,20033937,18,428,19442306,12052612,25715070,10076495,rejected,19442306,high,high
7337786,4,not graduate,yes,1894834,7758180,6,320,2538430,800015,5740284,1168575,rejected,2538430,low,low
128440,2,not graduate,no,5689829,20697764,18,402,2369427,542596,18965842,5474521,approved,2369427,mid,high
