loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
6092121,4, Not Graduate, No,5438314,8971416,6,495,9059989,3150086,19312136,6039794, Rejected
13675517,5, Graduate, No,2295347,11541588,6,437,3421321,152477,9598556,1539766, Rejected
11325540,2, Graduate, Yes,8371013,20114812,14,828,685132,7030400,20293954,5231704, Approved
5589373,4, Not Graduate, No,8066791,21612087,20,534,4787648,3476619,19080216,7820889, Approved
654680,3, Graduate, No,7587020,14050132,2,557,15173093,2342981,13264080,4617550, Approved
13831935,0, Graduate, No,311176,2211401,14,332,807702,515540,1405846,91690, Rejected
9956046,4, Not Graduate, No,7963914,19053120,10,632,6948909,5647079,28107120,8525047, Approved
13923631,1, Graduate, Yes,2730287,8333522,6,536,9519040,2017834,12341257,3295965, Rejected
16164090,2, Not Graduate, No,6035179,12240892,4,724,10501429,2496081,18931189,5834029, Approved
5716691,2, Not Graduate, No,9861150,35912249,18,580,12171556,14222238,36457588,13882489, Approved
13553420,3, Graduate, Yes,7456152,28183133,10,533,27540464,5937290,32942006,5814172, Rejected
4314651,3, Not Graduate, Yes,5664400,11685126,18,803,4111012,3802624,4819160,1576570, Approved
14193950,4, Graduate, No,7776663,28786703,4,612,6054613,14351241,28913905,8891908, Approved
12563288,4, Graduate, No,9080466,29608845,18,535,11872593,11026795,23591260,7325231, Rejected
10477798,0, Not Graduate, Yes,4997455,5419541,4,773,935001,3735606,3391880,3302256, Rejected
11372215,4, Not Graduate, No,5152812,16452872,6,696,4241658,1889759,16463112,6521375, Approved
5696446,3, Not Graduate, No,4961735,15533368,18,325,3311606,2213604,15896464,2965090, Rejected
11405566,3, Graduate, Yes,301188,815727,12,690,21129,523570,1347907,147909, Approved
6107957,2, Not Graduate, No,9111378,31943873,14,600,13363370,3945277,23434128,10866996, Rejected
13284679,1, Not Graduate, Yes,7905129,19222245,12,607,16732697,10993429,21747477,7480237, Approved
10539729,2, Not Graduate, No,3520497,7230707,4,581,27536496,2675764,10534513,984151, Approved
635285,2, Graduate, Yes,2969889,9207944,12,675,1898550,496869,7662966,5013972, Rejected
8912726,5, Not Graduate, Yes,3521804,12337929,16,864,3440931,3659751,11582532,3132049, Approved
7898652,5, Not Graduate, Yes,2858020,4723168,18,394,-17286,459110,2501296,291312, Rejected
5400089,0, Graduate, No,1437020,5956908,4,359,5163207,1774676,4196573,1824157, Rejected
8642964,5, Graduate, No,6331747,22025358,4,398,7298487,13189800,26304478,6209429, Rejected
6845212,2, Graduate, Yes,7566997,18712636,18,704,3999647,1682126,19711486,6312565, Approved
7004095,0, Not Graduate, Yes,6309880,8867332,18,756,5337610,3801452,13930384,3661889, Approved
1000717,1, Graduate, Yes,2314148,9332559,12,734,2239206,8854550,8514196,2437307, Approved
6268533,3, Graduate, No,8500185,24875399,12,831,10107387,3626677,35719039,7424341, Approved
15957529,0, Graduate, Yes,8620150,28762289,10,554,20109638,4705243,25774065,6850167, Rejected
6927417,1, Graduate, No,2792917,3242987,12,610,6712716,3631725,8693671,2926838, Approved
4127667,2, Not Graduate, Yes,3683353,21387089,12,445,5909625,4199623,17892535,7384413, Rejected
15137608,2, Graduate, No,925144,3663812,4,876,2438315,5679372,1434195,827466, Approved
2922334,4, Not Graduate, No,9126509,24775586,14,674,8370832,7980300,29514896,10558234, Approved
7025302,5, Not Graduate, Yes,3545510,14887630,10,714,3984886,623203,9107323,3303109, Approved
12524481,0, Graduate, Yes,2919232,9302557,20,302,593444,2497504,12559074,814526, Rejected
100702,3, Graduate, No,6997734,22110806,2,754,6853644,820890,19636994,5900155, Approved
706228,1, Graduate, No,5735640,12740757,20,596,23478138,14672993,12406945,8354745, Rejected
13405462,2, Graduate, Yes,1409513,11907158,10,604,3297996,1081573,6934306,2444147, Approved
7378418,5, Graduate, No,8132685,20813112,6,846,7335079,8823249,25623753,8514903, Approved
13631946,5, Not Graduate, No,5756062,6702681,18,896,870523,9229895,11153455,5315880, Approved
1606282,1, Not Graduate, No,4279915,9732514,12,801,2064351,3065821,8753589,1464094, Rejected
407729,5, Not Graduate, No,5202734,24225623,20,636,8216053,4619264,13607935,3625104, Rejected
8979748,5, Not Graduate, No,2194650,7277243,20,775,3745309,9142009,2354744,818291, Approved
4733123,3, Not Graduate, Yes,9382987,29913487,18,415,19262422,8713697,30256338,5940679, Rejected
7926842,5, Graduate, Yes,4602828,18942462,18,633,870027,4029032,18929965,2458992, Approved
3388290,0, Graduate, No,8446912,25804200,10,764,28636486,15745127,26874310,5755389, Approved
10462610,5, Graduate, No,6908967,23882694,10,689,12018035,12329718,19965063,6327738, Approved
5293947,1, Graduate, Yes,2173475,5793238,20,638,795433,11720980,6039284,2191665, Rejected
785553,2, Not Graduate, No,3977608,6328822,10,549,4910653,4863236,11149045,5119536, Approved
6193629,2, Not Graduate, Yes,5490177,14177662,18,363,14644651,3539902,16855039,6804496, Approved
7044995,3, Not Graduate, No,1816398,5063268,16,756,10847978,384040,10576917,2633993, Approved
11624340,2, Not Graduate, Yes,4678053,11190522,10,686,2530471,3395629,4941099,2816759, Approved
6244469,0, Not Graduate, Yes,3819621,11903385,4,689,3739084,7244661,9409792,4469366, Approved
11298529,1, Not Graduate, Yes,2839415,7038938,8,321,10671271,2066299,4415076,2999448, Rejected
587476,1, Not Graduate, Yes,8584695,27157283,4,726,3150442,10634261,26188100,7054047, Rejected
1966036,4, Graduate, No,9549769,30614924,6,462,16995861,9058187,29409399,10479406, Rejected
2945326,1, Graduate, No,7278660,23302922,18,583,20628046,1210074,17292087,5583953, Approved
2350130,0, Not Graduate, Yes,2023597,6622706,4,311,4829842,96086,4119307,549819, Rejected
12452272,3, Graduate, Yes,1852196,10354134,20,333,8219133,2358300,8686841,1889180, Approved
9013936,1, Graduate, No,5833245,21013714,14,687,4223903,3967905,14726299,2572559, Approved
3465068,1, Graduate, Yes,3632069,8834071,2,611,1131926,1922964,7641813,4139689, Approved
11740585,1, Not Graduate, No,6185788,10343052,16,659,1020081,17143863,7908058,3126536, Approved
12059811,1, Graduate, Yes,8297890,14373358,8,713,7331265,9080005,16415885,7324012, Rejected
11005319,0, Not Graduate, Yes,6244462,12314431,12,332,9103920,5001080,16103405,6322729, Approved
8901922,5, Graduate, No,3683214,14756208,20,440,3875111,7342981,9749569,5304783, Rejected
7732663,3, Graduate, No,2707939,5243151,14,719,3799478,1494560,8872557,2527386, Approved
6780863,2, Not Graduate, Yes,1089122,9181077,6,625,1657262,1847401,2918745,2975396, Rejected
16412873,4, Graduate, No,8675846,19614660,18,770,11156062,6446461,16819896,4353678, Approved
13424104,0, Graduate, No,1718667,4119993,18,388,5185941,453008,4912013,1474566, Rejected
12733817,5, Graduate, No,4314730,7071006,12,621,4934195,1315391,12060640,3189435, Approved
14389051,1, Graduate, Yes,7014487,14675738,4,319,5115057,3575255,21095879,3264827, Rejected
3506149,4, Not Graduate, No,7613730,25269473,2,822,3963383,7775248,25901417,8906885, Approved
8909516,5, Not Graduate, No,2672730,4296256,18,630,2855040,3125046,5139770,3718033, Approved
12619579,2, Graduate, Yes,3857055,8654937,16,789,17475615,123801,9710654,2194976, Approved
15954024,2, Graduate, No,9223564,32800009,18,483,9369170,7709540,31050805,10898492, Approved
7330853,1, Graduate, No,1097941,2724132,20,650,628790,1259948,4242561,1888759, Rejected
54791,3, Graduate, No,5281901,19202678,14,779,10419095,591254,25031279,4515983, Approved
6317359,0, Graduate, No,4301560,8199936,16,724,5583109,9396350,3570401,1989937, Rejected
1648073,4, Graduate, No,9263824,25619905,10,706,6847919,5878864,25451172,12511719, Approved
3883948,4, Graduate, Yes,3252577,10108171,16,714,6683176,630114,5683397,2184354, Approved
10864117,3, Not Graduate, No,9216243,31569440,20,437,17725979,8213864,32950848,11103526, Rejected
2984143,3, Not Graduate, Yes,8265729,24061969,12,336,26378134,3747961,26381011,8860115, Approved
7998888,4, Not Graduate, No,9280378,27795513,12,605,18456805,5002761,19886657,7276180, Rejected
1597964,3, Not Graduate, Yes,5531639,15915175,2,852,22309512,2587420,24254467,6065160, Approved
13976291,0, Graduate, No,7126007,23800683,14,407,865082,13118950,23669487,7418645, Rejected
16446535,2, Not Graduate, Yes,7434842,18353697,12,569,8525588,302130,22325439,6060175, Approved
11805401,0, Not Graduate, Yes,4329254,10657536,4,555,10982037,2156770,17612525,6805192, Approved
9864809,0, Graduate, Yes,2688235,6509061,10,319,1173689,1995988,10742851,4059605, Rejected
4060050,0, Graduate, No,8938380,31077542,8,556,16698838,15436167,21932209,10016547, Approved
3397805,3, Not Graduate, Yes,1734213,8684144,12,757,6631045,57543,8618828,4941454, Approved
5951539,2, Graduate, Yes,1974822,11274641,2,702,5984884,2149344,16177049,3650772, Approved
2370678,2, Not Graduate, Yes,1344937,5828238,16,622,1661955,2259730,5798714,606609, Rejected
9513222,3, Not Graduate, Yes,4819240,5440765,2,672,4522040,3621180,10556683,2147908, Rejected
5970535,3, Graduate, No,2754640,13341408,20,589,6389086,71691,11040782,1478603, Rejected
1980118,5, Graduate, Yes,2537404,6377709,6,336,-96943,2383315,6613957,2580530, Rejected
8429826,4, Graduate, No,3835054,9287791,18,692,1510082,2708362,7985376,2895116, Approved
5318299,0, Not Graduate, No,8332588,26118199,8,457,14966928,2651250,26873976,10963158, Rejected
14726279,0, Graduate, No,2409576,6349855,10,668,964392,2360260,2347289,3027748, Rejected
12361606,0, Not Graduate, Yes,395991,1104209,4,487,5420643,374312,983095,34087, Approved
6390999,5, Not Graduate, No,2998472,14737260,18,699,9300573,2398065,10401479,4097166, Approved
14596637,3, Graduate, No,4374749,18268181,12,405,24819347,5733143,17760005,3013104, Rejected
6717514,5, Not Graduate, No,9426959,17042064,20,338,742392,9766073,26238759,7831370, Rejected
7747787,3, Graduate, No,1033982,1930523,8,418,716029,3068376,5392977,694000, Rejected
11254746,3, Not Graduate, No,8877633,31577352,2,775,26678061,12007645,27116154,11284017, Approved
5865069,3, Not Graduate, Yes,1606207,9603068,16,419,778602,535004,6682843,1538893, Rejected
5236210,0, Not Graduate, Yes,8105004,20386181,18,578,10474614,10500948,22150982,8674955, Approved
7836142,0, Graduate, No,6915148,10577020,12,781,19735427,238815,22505238,6504442, Rejected
12416957,0, Not Graduate, Yes,9427365,29562658,2,720,10482235,14305186,34341211,13222345, Approved
1352018,0, Graduate, No,8067527,20557765,12,706,17365658,10786014,13926548,9966665, Approved
2989782,0, Not Graduate, Yes,8329614,31015947,2,507,6650175,5436469,28435034,9393793, Rejected
12593603,2, Not Graduate, Yes,389382,2034137,16,485,741378,1761996,1949869,751141, Approved
3311703,0, Not Graduate, No,4139832,7390202,8,784,555942,571483,12185644,4745484, Approved
11706270,4, Graduate, Yes,5259459,22777430,16,776,9850163,5306933,24378600,5702383, Rejected
1457374,3, Graduate, Yes,1870588,2904072,4,849,1616564,131497,4313655,773559, Approved
6445691,5, Not Graduate, Yes,7082372,27339825,2,419,2985341,3551630,20924445,5708780, Rejected
15545604,2, Graduate, No,6097601,18509712,14,519,2644143,15944907,19564961,4359962, Approved
14827309,2, Graduate, No,1288656,8150986,14,848,-88884,4322729,3349769,1301425, Approved
7931286,4, Graduate, No,4125016,11170518,6,406,8637795,317584,12950625,3001007, Rejected
16457968,2, Not Graduate, Yes,6772634,4660401,2,429,12837712,1961280,11924278,1429669, Rejected
9538072,3, Graduate, Yes,8619636,29838095,10,802,17196699,10125437,26316285,11592653, Approved
12130504,2, Not Graduate, Yes,6679084,24178234,8,320,23926417,5840414,28544334,8793008, Rejected
12842535,4, Not Graduate, No,4347662,13818216,2,665,3999787,6091770,8435135,1892949, Approved
9838261,5, Graduate, Yes,9093583,15730450,10,520,15350524,8059098,25209572,4307413, Rejected
12192623,2, Not Graduate, No,7299388,15421464,12,897,771453,13328487,26704743,2560031, Approved
7993662,5, Graduate, No,6958283,22327007,2,863,14792460,9044208,25532155,7453212, Approved
5809459,5, Not Graduate, Yes,5194309,17405377,10,891,5228887,1869122,13058037,1069723, Approved
2462424,1, Graduate, No,4833813,6575465,14,756,9799300,897143,4715348,2725582, Rejected
12249809,0, Not Graduate, No,3552111,5687413,12,804,8555787,1142978,8287670,3470339, Approved
5858923,4, Not Graduate, Yes,7074796,19252155,8,613,18189698,5183040,21017784,6100265, Approved
10123400,5, Graduate, Yes,4848920,21041209,20,632,17367096,8209726,19483112,5398580, Approved
15470902,3, Graduate, No,6599153,17648050,20,631,18105583,11751598,10766968,3626820, Approved
3118328,0, Not Graduate, Yes,9027647,27704218,8,834,1785642,2783031,18517264,8196904, Approved
6582670,1, Not Graduate, Yes,8211712,20099382,10,555,16073334,15068861,22758030,6358445, Rejected
16727778,2, Graduate, Yes,9397203,15326603,8,698,9424262,7807413,32013373,6441623, Approved
11672046,4, Graduate, Yes,924103,3171448,18,815,1086640,223031,1183088,702380, Approved
12477115,3, Graduate, Yes,808683,3434518,2,653,4993796,2511829,3482661,3073764, Rejected
10318902,4, Graduate, Yes,3786090,7587471,6,532,536312,3780980,10994240,1408851, Approved
12154774,1, Not Graduate, Yes,7838835,20237584,4,572,9875237,1760556,14125326,4690358, Approved
6358763,3, Not Graduate, Yes,6361251,18368680,2,390,818008,2411981,15031549,9481537, Rejected
2727558,0, Not Graduate, No,5333221,11630322,14,326,19059358,298717,11454297,2028076, Approved
2622476,1, Graduate, Yes,3690973,11539402,12,793,1485849,1466348,13146622,4132867, Approved
9237315,3, Graduate, Yes,6086977,21130544,18,317,1612228,1753324,17394559,4121200, Rejected
10450988,4, Graduate, No,1592507,3008020,14,852,1324064,931346,3292585,1181023, Approved
4216390,2, Not Graduate, No,2650935,8508705,10,399,2295441,682722,10350219,2094059, Approved
10676013,3, Graduate, No,7905849,22450692,14,564,8905871,2860818,16323556,8706883, Approved
10768449,4, Graduate, No,5927095,23462555,8,552,4928647,5091273,16355301,7754326, Approved
1221682,1, Not Graduate, No,5742799,11703401,20,470,16156646,2298045,12675241,7038873, Approved
10716324,0, Not Graduate, Yes,1265316,1936259,8,862,529844,1576825,6049910,988209, Approved
10919697,4, Graduate, Yes,2316839,933303,14,449,679245,743213,6808187,1770698, Rejected
2209931,3, Graduate, No,7816250,27154232,8,746,723078,348060,22602562,7656165, Approved
5480340,3, Graduate, Yes,6067860,16183651,8,740,16682529,2482627,18346930,3100146, Approved
12668353,3, Graduate, Yes,316541,1249725,10,341,-6371,3163006,531028,968022, Rejected
11807380,4, Not Graduate, No,9203493,20549084,10,314,17164808,8814505,22295600,8556898, Approved
15185989,0, Graduate, Yes,3930616,4503577,14,465,3145796,97154,3471226,7061129, Rejected
4915119,5, Not Graduate, No,9096735,17639915,20,831,4699767,7869449,27827659,10040771, Approved
16219867,4, Not Graduate, No,8928630,29647666,6,861,6320682,5705726,28878704,6312689, Approved
4581550,0, Not Graduate, No,6490709,11291967,16,370,9783816,10885519,16474579,8260287, Rejected
6579658,5, Graduate, Yes,2326854,6037224,4,890,3539976,399775,9275131,3319570, Approved
9866813,5, Not Graduate, Yes,6253035,18580651,6,721,3817290,10170062,15622782,4884927, Approved
13269961,4, Graduate, Yes,2443467,4981614,14,816,2786556,4123604,11283292,4002656, Approved
6693916,2, Graduate, Yes,5609035,15887540,6,489,12304372,1023370,13632557,1906654, Rejected
388048,1, Graduate, Yes,6102137,6002174,12,847,677730,6048817,6286015,1988247, Approved
3821721,3, Not Graduate, Yes,7871821,23694879,4,685,16033903,16057564,23066412,8660033, Approved
166964,0, Graduate, No,3750694,6551034,18,378,828058,1714043,10047629,2380617, Rejected
15716879,4, Not Graduate, Yes,2665541,10489703,12,753,3788485,2109116,6578919,3787453, Approved
5049994,3, Not Graduate, No,8014652,19100631,2,319,15385832,9106603,28137337,10291922, Rejected
7847418,0, Not Graduate, Yes,672476,4287410,6,658,3634387,1137549,5234313,2178884, Approved
5495699,4, Graduate, Yes,257282,755342,12,543,-67345,6041,714111,153754, Approved
8772306,5, Not Graduate, Yes,3496954,9849730,20,759,26588,1021865,3728360,4308422, Approved
6123085,4, Graduate, No,2606152,8633220,12,640,6994900,638359,6485325,4450173, Rejected
11170617,2, Not Graduate, Yes,9467377,33078596,6,391,19082964,15252204,30882136,11223224, Rejected
1754756,0, Graduate, No,9454954,31456287,18,402,4446241,6503509,30404634,9080171, Approved
10126412,4, Graduate, No,1398031,4789910,6,446,564465,1283788,5755763,1656786, Rejected
701645,2, Not Graduate, No,9628379,24341064,6,664,14134216,7511494,23135712,10015435, Approved
14194419,3, Not Graduate, Yes,7738571,21574288,4,442,2068216,2651044,12066248,7844489, Rejected
5490100,4, Graduate, No,4398935,21340278,16,337,10360921,4040591,17357794,8053232, Rejected
9871920,3, Graduate, Yes,2576304,14177185,12,543,2152930,143994,8817145,1812713, Approved
15686987,1, Graduate, Yes,3700792,9114437,14,611,4629520,3840151,6709293,2787375, Rejected
14319142,1, Graduate, Yes,2886755,6084389,8,814,1832260,1101338,12518553,2702559, Approved
16403049,3, Graduate, No,902461,6329893,10,446,5935374,2708450,12271709,5149305, Rejected
6180786,1, Graduate, Yes,2256180,8043308,16,899,6875047,172142,10726918,3946102, Approved
1608559,3, Not Graduate, Yes,7785448,13328129,12,896,4874552,3779263,13572510,7702517, Approved
11717904,2, Graduate, No,1016122,9630413,4,439,2973974,2861932,5215494,1523697, Rejected
6689356,3, Not Graduate, Yes,3698118,12189622,2,342,1952352,5063699,15913729,3359516, Approved
15683560,4, Graduate, No,7387164,17470700,6,743,4070731,2062441,11153995,5352566, Approved
9803073,3, Graduate, Yes,1421815,2001508,18,839,658000,7108,1492346,1431769, Approved
2535811,3, Not Graduate, No,6614193,11164007,18,330,1160480,6064357,13269028,3203339, Rejected
